pocet,rok,obec,okres
178,1961,Hněvnice,Plzeň-sever
164,1970,Hněvnice,Plzeň-sever
112,1980,Hněvnice,Plzeň-sever
87,1991,Hněvnice,Plzeň-sever
94,2001,Hněvnice,Plzeň-sever
108,2011,Hněvnice,Plzeň-sever
1091,1869,Hněvotín,Olomouc
1164,1880,Hněvotín,Olomouc
1169,1890,Hněvotín,Olomouc
1272,1900,Hněvotín,Olomouc
1384,1910,Hněvotín,Olomouc
1312,1921,Hněvotín,Olomouc
1502,1930,Hněvotín,Olomouc
1225,1950,Hněvotín,Olomouc
1323,1961,Hněvotín,Olomouc
1161,1970,Hněvotín,Olomouc
1138,1980,Hněvotín,Olomouc
1044,1991,Hněvotín,Olomouc
1127,2001,Hněvotín,Olomouc
1556,2011,Hněvotín,Olomouc
528,1869,Hněvošice,Opava
555,1880,Hněvošice,Opava
580,1890,Hněvošice,Opava
663,1900,Hněvošice,Opava
621,1910,Hněvošice,Opava
629,1921,Hněvošice,Opava
694,1930,Hněvošice,Opava
658,1950,Hněvošice,Opava
875,1961,Hněvošice,Opava
842,1970,Hněvošice,Opava
873,1980,Hněvošice,Opava
957,1991,Hněvošice,Opava
1024,2001,Hněvošice,Opava
1016,2011,Hněvošice,Opava
395,1869,Hněvčeves,Hradec Králové
417,1880,Hněvčeves,Hradec Králové
425,1890,Hněvčeves,Hradec Králové
340,1900,Hněvčeves,Hradec Králové
336,1910,Hněvčeves,Hradec Králové
314,1921,Hněvčeves,Hradec Králové
254,1930,Hněvčeves,Hradec Králové
211,1950,Hněvčeves,Hradec Králové
203,1961,Hněvčeves,Hradec Králové
199,1970,Hněvčeves,Hradec Králové
175,1980,Hněvčeves,Hradec Králové
174,1991,Hněvčeves,Hradec Králové
171,2001,Hněvčeves,Hradec Králové
167,2011,Hněvčeves,Hradec Králové
709,1869,Hobšovice,Kladno
778,1880,Hobšovice,Kladno
791,1890,Hobšovice,Kladno
765,1900,Hobšovice,Kladno
682,1910,Hobšovice,Kladno
719,1921,Hobšovice,Kladno
614,1930,Hobšovice,Kladno
376,1950,Hobšovice,Kladno
397,1961,Hobšovice,Kladno
386,1970,Hobšovice,Kladno
286,1980,Hobšovice,Kladno
296,1991,Hobšovice,Kladno
320,2001,Hobšovice,Kladno
363,2011,Hobšovice,Kladno
541,1869,Hodice,Jihlava
606,1880,Hodice,Jihlava
680,1890,Hodice,Jihlava
733,1900,Hodice,Jihlava
785,1910,Hodice,Jihlava
874,1921,Hodice,Jihlava
912,1930,Hodice,Jihlava
740,1950,Hodice,Jihlava
721,1961,Hodice,Jihlava
715,1970,Hodice,Jihlava
764,1980,Hodice,Jihlava
762,1991,Hodice,Jihlava
773,2001,Hodice,Jihlava
755,2011,Hodice,Jihlava
4392,1869,Hodkovice nad Mohelkou,Liberec
4489,1880,Hodkovice nad Mohelkou,Liberec
4341,1890,Hodkovice nad Mohelkou,Liberec
4308,1900,Hodkovice nad Mohelkou,Liberec
4039,1910,Hodkovice nad Mohelkou,Liberec
3443,1921,Hodkovice nad Mohelkou,Liberec
3302,1930,Hodkovice nad Mohelkou,Liberec
2166,1950,Hodkovice nad Mohelkou,Liberec
2268,1961,Hodkovice nad Mohelkou,Liberec
2280,1970,Hodkovice nad Mohelkou,Liberec
2729,1980,Hodkovice nad Mohelkou,Liberec
2594,1991,Hodkovice nad Mohelkou,Liberec
2599,2001,Hodkovice nad Mohelkou,Liberec
2814,2011,Hodkovice nad Mohelkou,Liberec
339,1869,Hodonice,Tábor
342,1880,Hodonice,Tábor
323,1890,Hodonice,Tábor
323,1900,Hodonice,Tábor
351,1910,Hodonice,Tábor
334,1921,Hodonice,Tábor
340,1930,Hodonice,Tábor
274,1950,Hodonice,Tábor
253,1961,Hodonice,Tábor
208,1970,Hodonice,Tábor
146,1980,Hodonice,Tábor
113,1991,Hodonice,Tábor
129,2001,Hodonice,Tábor
152,2011,Hodonice,Tábor
805,1869,Hodonice,Znojmo
734,1880,Hodonice,Znojmo
690,1890,Hodonice,Znojmo
913,1900,Hodonice,Znojmo
876,1910,Hodonice,Znojmo
916,1921,Hodonice,Znojmo
1009,1930,Hodonice,Znojmo
863,1950,Hodonice,Znojmo
884,1961,Hodonice,Znojmo
814,1970,Hodonice,Znojmo
1268,1980,Hodonice,Znojmo
1334,1991,Hodonice,Znojmo
1507,2001,Hodonice,Znojmo
1809,2011,Hodonice,Znojmo
345,1869,Hodonín,Blansko
289,1880,Hodonín,Blansko
318,1890,Hodonín,Blansko
335,1900,Hodonín,Blansko
311,1910,Hodonín,Blansko
272,1921,Hodonín,Blansko
267,1930,Hodonín,Blansko
206,1950,Hodonín,Blansko
208,1961,Hodonín,Blansko
244,1970,Hodonín,Blansko
195,1980,Hodonín,Blansko
153,1991,Hodonín,Blansko
156,2001,Hodonín,Blansko
121,2011,Hodonín,Blansko
212,1869,Hodonín,Chrudim
209,1880,Hodonín,Chrudim
234,1890,Hodonín,Chrudim
220,1900,Hodonín,Chrudim
235,1910,Hodonín,Chrudim
227,1921,Hodonín,Chrudim
229,1930,Hodonín,Chrudim
180,1950,Hodonín,Chrudim
168,1961,Hodonín,Chrudim
132,1970,Hodonín,Chrudim
109,1980,Hodonín,Chrudim
100,1991,Hodonín,Chrudim
97,2001,Hodonín,Chrudim
97,2011,Hodonín,Chrudim
5202,1869,Hodonín,Hodonín
6512,1880,Hodonín,Hodonín
8482,1890,Hodonín,Hodonín
10233,1900,Hodonín,Hodonín
12197,1910,Hodonín,Hodonín
13200,1921,Hodonín,Hodonín
14793,1930,Hodonín,Hodonín
13572,1950,Hodonín,Hodonín
18021,1961,Hodonín,Hodonín
20863,1970,Hodonín,Hodonín
25485,1980,Hodonín,Hodonín
28230,1991,Hodonín,Hodonín
27361,2001,Hodonín,Hodonín
25479,2011,Hodonín,Hodonín
475,1869,Hodov,Třebíč
508,1880,Hodov,Třebíč
533,1890,Hodov,Třebíč
520,1900,Hodov,Třebíč
529,1910,Hodov,Třebíč
535,1921,Hodov,Třebíč
511,1930,Hodov,Třebíč
389,1950,Hodov,Třebíč
407,1961,Hodov,Třebíč
380,1970,Hodov,Třebíč
359,1980,Hodov,Třebíč
323,1991,Hodov,Třebíč
306,2001,Hodov,Třebíč
289,2011,Hodov,Třebíč
1289,1869,Hodslavice,Nový Jičín
1386,1880,Hodslavice,Nový Jičín
1491,1890,Hodslavice,Nový Jičín
1682,1900,Hodslavice,Nový Jičín
1863,1910,Hodslavice,Nový Jičín
1739,1921,Hodslavice,Nový Jičín
1954,1930,Hodslavice,Nový Jičín
1628,1950,Hodslavice,Nový Jičín
1747,1961,Hodslavice,Nový Jičín
1709,1970,Hodslavice,Nový Jičín
1728,1980,Hodslavice,Nový Jičín
1666,1991,Hodslavice,Nový Jičín
1688,2001,Hodslavice,Nový Jičín
1737,2011,Hodslavice,Nový Jičín
293,1869,Hodíškov,Žďár nad Sázavou
309,1880,Hodíškov,Žďár nad Sázavou
330,1890,Hodíškov,Žďár nad Sázavou
292,1900,Hodíškov,Žďár nad Sázavou
262,1910,Hodíškov,Žďár nad Sázavou
231,1921,Hodíškov,Žďár nad Sázavou
228,1930,Hodíškov,Žďár nad Sázavou
190,1950,Hodíškov,Žďár nad Sázavou
183,1961,Hodíškov,Žďár nad Sázavou
201,1970,Hodíškov,Žďár nad Sázavou
189,1980,Hodíškov,Žďár nad Sázavou
145,1991,Hodíškov,Žďár nad Sázavou
136,2001,Hodíškov,Žďár nad Sázavou
143,2011,Hodíškov,Žďár nad Sázavou
809,1869,Hodějice,Vyškov
898,1880,Hodějice,Vyškov
985,1890,Hodějice,Vyškov
1074,1900,Hodějice,Vyškov
1187,1910,Hodějice,Vyškov
1234,1921,Hodějice,Vyškov
1224,1930,Hodějice,Vyškov
1110,1950,Hodějice,Vyškov
1140,1961,Hodějice,Vyškov
1082,1970,Hodějice,Vyškov
957,1980,Hodějice,Vyškov
822,1991,Hodějice,Vyškov
811,2001,Hodějice,Vyškov
922,2011,Hodějice,Vyškov
475,1869,Hodětín,Tábor
449,1880,Hodětín,Tábor
426,1890,Hodětín,Tábor
433,1900,Hodětín,Tábor
432,1910,Hodětín,Tábor
420,1921,Hodětín,Tábor
444,1930,Hodětín,Tábor
255,1950,Hodětín,Tábor
270,1961,Hodětín,Tábor
209,1970,Hodětín,Tábor
169,1980,Hodětín,Tábor
122,1991,Hodětín,Tábor
89,2001,Hodětín,Tábor
86,2011,Hodětín,Tábor
218,1869,Hojanovice,Pelhřimov
271,1880,Hojanovice,Pelhřimov
249,1890,Hojanovice,Pelhřimov
245,1900,Hojanovice,Pelhřimov
231,1910,Hojanovice,Pelhřimov
227,1921,Hojanovice,Pelhřimov
200,1930,Hojanovice,Pelhřimov
166,1950,Hojanovice,Pelhřimov
163,1961,Hojanovice,Pelhřimov
160,1970,Hojanovice,Pelhřimov
121,1980,Hojanovice,Pelhřimov
102,1991,Hojanovice,Pelhřimov
97,2001,Hojanovice,Pelhřimov
97,2011,Hojanovice,Pelhřimov
354,1869,Hojkov,Jihlava
411,1880,Hojkov,Jihlava
414,1890,Hojkov,Jihlava
412,1900,Hojkov,Jihlava
447,1910,Hojkov,Jihlava
492,1921,Hojkov,Jihlava
442,1930,Hojkov,Jihlava
286,1950,Hojkov,Jihlava
277,1961,Hojkov,Jihlava
259,1970,Hojkov,Jihlava
195,1980,Hojkov,Jihlava
155,1991,Hojkov,Jihlava
141,2001,Hojkov,Jihlava
158,2011,Hojkov,Jihlava
525,1869,Hojovice,Pelhřimov
471,1880,Hojovice,Pelhřimov
484,1890,Hojovice,Pelhřimov
439,1900,Hojovice,Pelhřimov
416,1910,Hojovice,Pelhřimov
403,1921,Hojovice,Pelhřimov
355,1930,Hojovice,Pelhřimov
277,1950,Hojovice,Pelhřimov
257,1961,Hojovice,Pelhřimov
181,1970,Hojovice,Pelhřimov
141,1980,Hojovice,Pelhřimov
87,1991,Hojovice,Pelhřimov
87,2001,Hojovice,Pelhřimov
71,2011,Hojovice,Pelhřimov
1330,1869,Holany,Česká Lípa
1186,1880,Holany,Česká Lípa
1060,1890,Holany,Česká Lípa
1021,1900,Holany,Česká Lípa
991,1910,Holany,Česká Lípa
938,1921,Holany,Česká Lípa
927,1930,Holany,Česká Lípa
498,1950,Holany,Česká Lípa
505,1961,Holany,Česká Lípa
428,1970,Holany,Česká Lípa
401,1980,Holany,Česká Lípa
401,1991,Holany,Česká Lípa
480,2001,Holany,Česká Lípa
504,2011,Holany,Česká Lípa
398,1869,Holasice,Brno-venkov
438,1880,Holasice,Brno-venkov
439,1890,Holasice,Brno-venkov
436,1900,Holasice,Brno-venkov
609,1910,Holasice,Brno-venkov
766,1921,Holasice,Brno-venkov
897,1930,Holasice,Brno-venkov
778,1950,Holasice,Brno-venkov
858,1961,Holasice,Brno-venkov
865,1970,Holasice,Brno-venkov
821,1980,Holasice,Brno-venkov
815,1991,Holasice,Brno-venkov
848,2001,Holasice,Brno-venkov
907,2011,Holasice,Brno-venkov
1569,1869,Holasovice,Opava
1686,1880,Holasovice,Opava
1817,1890,Holasovice,Opava
1802,1900,Holasovice,Opava
1726,1910,Holasovice,Opava
1708,1921,Holasovice,Opava
1793,1930,Holasovice,Opava
1516,1950,Holasovice,Opava
1598,1961,Holasovice,Opava
1449,1970,Holasovice,Opava
1320,1980,Holasovice,Opava
1324,1991,Holasovice,Opava
1394,2001,Holasovice,Opava
1372,2011,Holasovice,Opava
1312,1869,Holedeč,Louny
1459,1880,Holedeč,Louny
1456,1890,Holedeč,Louny
1549,1900,Holedeč,Louny
1476,1910,Holedeč,Louny
1444,1921,Holedeč,Louny
1536,1930,Holedeč,Louny
798,1950,Holedeč,Louny
799,1961,Holedeč,Louny
735,1970,Holedeč,Louny
621,1980,Holedeč,Louny
509,1991,Holedeč,Louny
495,2001,Holedeč,Louny
549,2011,Holedeč,Louny
373,1869,Holenice,Semily
382,1880,Holenice,Semily
