pocet,rok,obec,okres
564,1921,Výrov,Plzeň-sever
602,1930,Výrov,Plzeň-sever
443,1950,Výrov,Plzeň-sever
410,1961,Výrov,Plzeň-sever
378,1970,Výrov,Plzeň-sever
374,1980,Výrov,Plzeň-sever
432,1991,Výrov,Plzeň-sever
440,2001,Výrov,Plzeň-sever
454,2011,Výrov,Plzeň-sever
326,1869,Výrovice,Znojmo
375,1880,Výrovice,Znojmo
417,1890,Výrovice,Znojmo
388,1900,Výrovice,Znojmo
376,1910,Výrovice,Znojmo
387,1921,Výrovice,Znojmo
366,1930,Výrovice,Znojmo
280,1950,Výrovice,Znojmo
281,1961,Výrovice,Znojmo
228,1970,Výrovice,Znojmo
188,1980,Výrovice,Znojmo
160,1991,Výrovice,Znojmo
166,2001,Výrovice,Znojmo
170,2011,Výrovice,Znojmo
2631,1869,Výsluní,Chomutov
2617,1880,Výsluní,Chomutov
2562,1890,Výsluní,Chomutov
2604,1900,Výsluní,Chomutov
2722,1910,Výsluní,Chomutov
2280,1921,Výsluní,Chomutov
2062,1930,Výsluní,Chomutov
427,1950,Výsluní,Chomutov
444,1961,Výsluní,Chomutov
322,1970,Výsluní,Chomutov
240,1980,Výsluní,Chomutov
188,1991,Výsluní,Chomutov
207,2001,Výsluní,Chomutov
351,2011,Výsluní,Chomutov
582,1869,Výčapy,Třebíč
655,1880,Výčapy,Třebíč
674,1890,Výčapy,Třebíč
681,1900,Výčapy,Třebíč
690,1910,Výčapy,Třebíč
699,1921,Výčapy,Třebíč
710,1930,Výčapy,Třebíč
658,1950,Výčapy,Třebíč
665,1961,Výčapy,Třebíč
650,1970,Výčapy,Třebíč
703,1980,Výčapy,Třebíč
719,1991,Výčapy,Třebíč
773,2001,Výčapy,Třebíč
853,2011,Výčapy,Třebíč
560,1869,Výškov,Louny
600,1880,Výškov,Louny
591,1890,Výškov,Louny
703,1900,Výškov,Louny
853,1910,Výškov,Louny
849,1921,Výškov,Louny
859,1930,Výškov,Louny
639,1950,Výškov,Louny
646,1961,Výškov,Louny
579,1970,Výškov,Louny
448,1980,Výškov,Louny
397,1991,Výškov,Louny
371,2001,Výškov,Louny
497,2011,Výškov,Louny
516,1869,Výšovice,Prostějov
548,1880,Výšovice,Prostějov
591,1890,Výšovice,Prostějov
607,1900,Výšovice,Prostějov
687,1910,Výšovice,Prostějov
702,1921,Výšovice,Prostějov
716,1930,Výšovice,Prostějov
579,1950,Výšovice,Prostějov
621,1961,Výšovice,Prostějov
564,1970,Výšovice,Prostějov
530,1980,Výšovice,Prostějov
410,1991,Výšovice,Prostějov
424,2001,Výšovice,Prostějov
498,2011,Výšovice,Prostějov
226,1869,Výžerky,Praha-východ
258,1880,Výžerky,Praha-východ
286,1890,Výžerky,Praha-východ
290,1900,Výžerky,Praha-východ
286,1910,Výžerky,Praha-východ
303,1921,Výžerky,Praha-východ
260,1930,Výžerky,Praha-východ
176,1950,Výžerky,Praha-východ
213,1961,Výžerky,Praha-východ
171,1970,Výžerky,Praha-východ
145,1980,Výžerky,Praha-východ
108,1991,Výžerky,Praha-východ
97,2001,Výžerky,Praha-východ
132,2011,Výžerky,Praha-východ
380,1869,Včelnička,Pelhřimov
480,1880,Včelnička,Pelhřimov
524,1890,Včelnička,Pelhřimov
573,1900,Včelnička,Pelhřimov
401,1910,Včelnička,Pelhřimov
371,1921,Včelnička,Pelhřimov
349,1930,Včelnička,Pelhřimov
298,1950,Včelnička,Pelhřimov
334,1961,Včelnička,Pelhřimov
296,1970,Včelnička,Pelhřimov
215,1980,Včelnička,Pelhřimov
186,1991,Včelnička,Pelhřimov
196,2001,Včelnička,Pelhřimov
174,2011,Včelnička,Pelhřimov
393,1869,Včelná,České Budějovice
468,1880,Včelná,České Budějovice
511,1890,Včelná,České Budějovice
551,1900,Včelná,České Budějovice
614,1910,Včelná,České Budějovice
617,1921,Včelná,České Budějovice
886,1930,Včelná,České Budějovice
866,1950,Včelná,České Budějovice
1062,1961,Včelná,České Budějovice
985,1970,Včelná,České Budějovice
1182,1980,Včelná,České Budějovice
1326,1991,Včelná,České Budějovice
1471,2001,Včelná,České Budějovice
1605,2011,Včelná,České Budějovice
1328,1869,Včelákov,Chrudim
1251,1880,Včelákov,Chrudim
1225,1890,Včelákov,Chrudim
1218,1900,Včelákov,Chrudim
1222,1910,Včelákov,Chrudim
1156,1921,Včelákov,Chrudim
1242,1930,Včelákov,Chrudim
847,1950,Včelákov,Chrudim
883,1961,Včelákov,Chrudim
767,1970,Včelákov,Chrudim
651,1980,Včelákov,Chrudim
615,1991,Včelákov,Chrudim
548,2001,Včelákov,Chrudim
567,2011,Včelákov,Chrudim
499,1869,Věchnov,Žďár nad Sázavou
481,1880,Věchnov,Žďár nad Sázavou
463,1890,Věchnov,Žďár nad Sázavou
451,1900,Věchnov,Žďár nad Sázavou
457,1910,Věchnov,Žďár nad Sázavou
411,1921,Věchnov,Žďár nad Sázavou
377,1930,Věchnov,Žďár nad Sázavou
329,1950,Věchnov,Žďár nad Sázavou
339,1961,Věchnov,Žďár nad Sázavou
321,1970,Věchnov,Žďár nad Sázavou
314,1980,Věchnov,Žďár nad Sázavou
335,1991,Věchnov,Žďár nad Sázavou
310,2001,Věchnov,Žďár nad Sázavou
329,2011,Věchnov,Žďár nad Sázavou
1725,1869,Věcov,Žďár nad Sázavou
1640,1880,Věcov,Žďár nad Sázavou
1629,1890,Věcov,Žďár nad Sázavou
1573,1900,Věcov,Žďár nad Sázavou
1550,1910,Věcov,Žďár nad Sázavou
1475,1921,Věcov,Žďár nad Sázavou
1353,1930,Věcov,Žďár nad Sázavou
934,1950,Věcov,Žďár nad Sázavou
877,1961,Věcov,Žďár nad Sázavou
777,1970,Věcov,Žďár nad Sázavou
694,1980,Věcov,Žďár nad Sázavou
691,1991,Věcov,Žďár nad Sázavou
679,2001,Věcov,Žďár nad Sázavou
687,2011,Věcov,Žďár nad Sázavou
278,1869,Vědomice,Litoměřice
296,1880,Vědomice,Litoměřice
331,1890,Vědomice,Litoměřice
321,1900,Vědomice,Litoměřice
339,1910,Vědomice,Litoměřice
393,1921,Vědomice,Litoměřice
536,1930,Vědomice,Litoměřice
504,1950,Vědomice,Litoměřice
551,1961,Vědomice,Litoměřice
568,1970,Vědomice,Litoměřice
622,1980,Vědomice,Litoměřice
631,1991,Vědomice,Litoměřice
680,2001,Vědomice,Litoměřice
856,2011,Vědomice,Litoměřice
373,1869,Vělopolí,Frýdek-Místek
327,1880,Vělopolí,Frýdek-Místek
306,1890,Vělopolí,Frýdek-Místek
295,1900,Vělopolí,Frýdek-Místek
306,1910,Vělopolí,Frýdek-Místek
335,1921,Vělopolí,Frýdek-Místek
336,1930,Vělopolí,Frýdek-Místek
282,1950,Vělopolí,Frýdek-Místek
264,1961,Vělopolí,Frýdek-Místek
248,1970,Vělopolí,Frýdek-Místek
247,1980,Vělopolí,Frýdek-Místek
199,1991,Vělopolí,Frýdek-Místek
206,2001,Vělopolí,Frýdek-Místek
277,2011,Vělopolí,Frýdek-Místek
1396,1869,Věrovany,Olomouc
1567,1880,Věrovany,Olomouc
1617,1890,Věrovany,Olomouc
1582,1900,Věrovany,Olomouc
1671,1910,Věrovany,Olomouc
1696,1921,Věrovany,Olomouc
1623,1930,Věrovany,Olomouc
1368,1950,Věrovany,Olomouc
1431,1961,Věrovany,Olomouc
1297,1970,Věrovany,Olomouc
1329,1980,Věrovany,Olomouc
1303,1991,Věrovany,Olomouc
1300,2001,Věrovany,Olomouc
1367,2011,Věrovany,Olomouc
571,1869,Věstín,Žďár nad Sázavou
561,1880,Věstín,Žďár nad Sázavou
568,1890,Věstín,Žďár nad Sázavou
570,1900,Věstín,Žďár nad Sázavou
545,1910,Věstín,Žďár nad Sázavou
564,1921,Věstín,Žďár nad Sázavou
518,1930,Věstín,Žďár nad Sázavou
395,1950,Věstín,Žďár nad Sázavou
387,1961,Věstín,Žďár nad Sázavou
344,1970,Věstín,Žďár nad Sázavou
279,1980,Věstín,Žďár nad Sázavou
223,1991,Věstín,Žďár nad Sázavou
188,2001,Věstín,Žďár nad Sázavou
160,2011,Věstín,Žďár nad Sázavou
679,1869,Věteřov,Hodonín
737,1880,Věteřov,Hodonín
731,1890,Věteřov,Hodonín
723,1900,Věteřov,Hodonín
713,1910,Věteřov,Hodonín
742,1921,Věteřov,Hodonín
760,1930,Věteřov,Hodonín
715,1950,Věteřov,Hodonín
748,1961,Věteřov,Hodonín
654,1970,Věteřov,Hodonín
585,1980,Věteřov,Hodonín
517,1991,Věteřov,Hodonín
518,2001,Věteřov,Hodonín
536,2011,Věteřov,Hodonín
1234,1869,Větrný Jeníkov,Jihlava
1166,1880,Větrný Jeníkov,Jihlava
1119,1890,Větrný Jeníkov,Jihlava
981,1900,Větrný Jeníkov,Jihlava
904,1910,Větrný Jeníkov,Jihlava
834,1921,Větrný Jeníkov,Jihlava
768,1930,Větrný Jeníkov,Jihlava
573,1950,Větrný Jeníkov,Jihlava
605,1961,Větrný Jeníkov,Jihlava
540,1970,Větrný Jeníkov,Jihlava
525,1980,Větrný Jeníkov,Jihlava
607,1991,Větrný Jeníkov,Jihlava
611,2001,Větrný Jeníkov,Jihlava
604,2011,Větrný Jeníkov,Jihlava
164,1869,Větrušice,Praha-východ
188,1880,Větrušice,Praha-východ
223,1890,Větrušice,Praha-východ
258,1900,Větrušice,Praha-východ
397,1910,Větrušice,Praha-východ
397,1921,Větrušice,Praha-východ
449,1930,Větrušice,Praha-východ
369,1950,Větrušice,Praha-východ
359,1961,Větrušice,Praha-východ
318,1970,Větrušice,Praha-východ
358,1980,Větrušice,Praha-východ
332,1991,Větrušice,Praha-východ
372,2001,Větrušice,Praha-východ
489,2011,Větrušice,Praha-východ
811,1869,Větřkovice,Opava
926,1880,Větřkovice,Opava
859,1890,Větřkovice,Opava
827,1900,Větřkovice,Opava
859,1910,Větřkovice,Opava
869,1921,Větřkovice,Opava
839,1930,Větřkovice,Opava
584,1950,Větřkovice,Opava
641,1961,Větřkovice,Opava
640,1970,Větřkovice,Opava
728,1980,Větřkovice,Opava
799,1991,Větřkovice,Opava
780,2001,Větřkovice,Opava
750,2011,Větřkovice,Opava
1299,1869,Větřní,Český Krumlov
1330,1880,Větřní,Český Krumlov
1398,1890,Větřní,Český Krumlov
1841,1900,Větřní,Český Krumlov
2211,1910,Větřní,Český Krumlov
2572,1921,Větřní,Český Krumlov
3226,1930,Větřní,Český Krumlov
2462,1950,Větřní,Český Krumlov
2783,1961,Větřní,Český Krumlov
2968,1970,Větřní,Český Krumlov
3276,1980,Větřní,Český Krumlov
3610,1991,Větřní,Český Krumlov
3776,2001,Větřní,Český Krumlov
4065,2011,Větřní,Český Krumlov
1467,1869,Věšín,Příbram
1619,1880,Věšín,Příbram
1561,1890,Věšín,Příbram
1488,1900,Věšín,Příbram
1436,1910,Věšín,Příbram
1380,1921,Věšín,Příbram
1139,1930,Věšín,Příbram
851,1950,Věšín,Příbram
908,1961,Věšín,Příbram
830,1970,Věšín,Příbram
715,1980,Věšín,Příbram
657,1991,Věšín,Příbram
613,2001,Věšín,Příbram
650,2011,Věšín,Příbram
1387,1869,Věž,Havlíčkův Brod
1374,1880,Věž,Havlíčkův Brod
1365,1890,Věž,Havlíčkův Brod
1288,1900,Věž,Havlíčkův Brod
1224,1910,Věž,Havlíčkův Brod
1184,1921,Věž,Havlíčkův Brod
1076,1930,Věž,Havlíčkův Brod
861,1950,Věž,Havlíčkův Brod
936,1961,Věž,Havlíčkův Brod
905,1970,Věž,Havlíčkův Brod
823,1980,Věž,Havlíčkův Brod
738,1991,Věž,Havlíčkův Brod
746,2001,Věž,Havlíčkův Brod
823,2011,Věž,Havlíčkův Brod
558,1869,Věžky,Kroměříž
547,1880,Věžky,Kroměříž
585,1890,Věžky,Kroměříž
618,1900,Věžky,Kroměříž
663,1910,Věžky,Kroměříž
658,1921,Věžky,Kroměříž
669,1930,Věžky,Kroměříž
536,1950,Věžky,Kroměříž
577,1961,Věžky,Kroměříž
507,1970,Věžky,Kroměříž
438,1980,Věžky,Kroměříž
347,1991,Věžky,Kroměříž
346,2001,Věžky,Kroměříž
404,2011,Věžky,Kroměříž
247,1869,Věžky,Přerov
247,1880,Věžky,Přerov
302,1890,Věžky,Přerov
327,1900,Věžky,Přerov
278,1910,Věžky,Přerov
290,1921,Věžky,Přerov
287,1930,Věžky,Přerov
288,1950,Věžky,Přerov
321,1961,Věžky,Přerov
292,1970,Věžky,Přerov
246,1980,Věžky,Přerov
190,1991,Věžky,Přerov
208,2001,Věžky,Přerov
207,2011,Věžky,Přerov
566,1869,Věžnice,Havlíčkův Brod
559,1880,Věžnice,Havlíčkův Brod
551,1890,Věžnice,Havlíčkův Brod
599,1900,Věžnice,Havlíčkův Brod
596,1910,Věžnice,Havlíčkův Brod
595,1921,Věžnice,Havlíčkův Brod
599,1930,Věžnice,Havlíčkův Brod
414,1950,Věžnice,Havlíčkův Brod
413,1961,Věžnice,Havlíčkův Brod
403,1970,Věžnice,Havlíčkův Brod
421,1980,Věžnice,Havlíčkův Brod
421,1991,Věžnice,Havlíčkův Brod
402,2001,Věžnice,Havlíčkův Brod
428,2011,Věžnice,Havlíčkův Brod
274,1869,Věžnice,Jihlava
308,1880,Věžnice,Jihlava
327,1890,Věžnice,Jihlava
283,1900,Věžnice,Jihlava
281,1910,Věžnice,Jihlava
295,1921,Věžnice,Jihlava
294,1930,Věžnice,Jihlava
223,1950,Věžnice,Jihlava
211,1961,Věžnice,Jihlava
198,1970,Věžnice,Jihlava
169,1980,Věžnice,Jihlava
156,1991,Věžnice,Jihlava
150,2001,Věžnice,Jihlava
156,2011,Věžnice,Jihlava
224,1869,Věžnička,Jihlava
225,1880,Věžnička,Jihlava
218,1890,Věžnička,Jihlava
238,1900,Věžnička,Jihlava
252,1910,Věžnička,Jihlava
255,1921,Věžnička,Jihlava
253,1930,Věžnička,Jihlava
185,1950,Věžnička,Jihlava
188,1961,Věžnička,Jihlava
159,1970,Věžnička,Jihlava
138,1980,Věžnička,Jihlava
118,1991,Věžnička,Jihlava
119,2001,Věžnička,Jihlava
136,2011,Věžnička,Jihlava
370,1869,Věžná,Pelhřimov
382,1880,Věžná,Pelhřimov
372,1890,Věžná,Pelhřimov
349,1900,Věžná,Pelhřimov
365,1910,Věžná,Pelhřimov
360,1921,Věžná,Pelhřimov
332,1930,Věžná,Pelhřimov
233,1950,Věžná,Pelhřimov
213,1961,Věžná,Pelhřimov
176,1970,Věžná,Pelhřimov
163,1980,Věžná,Pelhřimov
138,1991,Věžná,Pelhřimov
104,2001,Věžná,Pelhřimov
123,2011,Věžná,Pelhřimov
528,1869,Věžná,Žďár nad Sázavou
506,1880,Věžná,Žďár nad Sázavou
491,1890,Věžná,Žďár nad Sázavou
452,1900,Věžná,Žďár nad Sázavou
451,1910,Věžná,Žďár nad Sázavou
453,1921,Věžná,Žďár nad Sázavou
440,1930,Věžná,Žďár nad Sázavou
369,1950,Věžná,Žďár nad Sázavou
371,1961,Věžná,Žďár nad Sázavou
347,1970,Věžná,Žďár nad Sázavou
292,1980,Věžná,Žďár nad Sázavou
254,1991,Věžná,Žďár nad Sázavou
206,2001,Věžná,Žďár nad Sázavou
213,2011,Věžná,Žďár nad Sázavou
218,1869,Věžovatá Pláně,Český Krumlov
254,1880,Věžovatá Pláně,Český Krumlov
256,1890,Věžovatá Pláně,Český Krumlov
268,1900,Věžovatá Pláně,Český Krumlov
246,1910,Věžovatá Pláně,Český Krumlov
214,1921,Věžovatá Pláně,Český Krumlov
222,1930,Věžovatá Pláně,Český Krumlov
132,1950,Věžovatá Pláně,Český Krumlov
169,1961,Věžovatá Pláně,Český Krumlov
141,1970,Věžovatá Pláně,Český Krumlov
109,1980,Věžovatá Pláně,Český Krumlov
99,1991,Věžovatá Pláně,Český Krumlov
111,2001,Věžovatá Pláně,Český Krumlov
124,2011,Věžovatá Pláně,Český Krumlov
368,1869,Vřesina,Opava
406,1880,Vřesina,Opava
442,1890,Vřesina,Opava
471,1900,Vřesina,Opava
506,1910,Vřesina,Opava
617,1921,Vřesina,Opava
670,1930,Vřesina,Opava
796,1950,Vřesina,Opava
1069,1961,Vřesina,Opava
1170,1970,Vřesina,Opava
1262,1980,Vřesina,Opava
1261,1991,Vřesina,Opava
1315,2001,Vřesina,Opava
1484,2011,Vřesina,Opava
545,1869,Vřesina,Ostrava-město
567,1880,Vřesina,Ostrava-město
636,1890,Vřesina,Ostrava-město
715,1900,Vřesina,Ostrava-město
822,1910,Vřesina,Ostrava-město
826,1921,Vřesina,Ostrava-město
1186,1930,Vřesina,Ostrava-město
1276,1950,Vřesina,Ostrava-město
1682,1961,Vřesina,Ostrava-město
1803,1970,Vřesina,Ostrava-město
2219,1980,Vřesina,Ostrava-město
2328,1991,Vřesina,Ostrava-město
2337,2001,Vřesina,Ostrava-město
2751,2011,Vřesina,Ostrava-město
540,1869,Vřeskovice,Klatovy
622,1880,Vřeskovice,Klatovy
521,1890,Vřeskovice,Klatovy
545,1900,Vřeskovice,Klatovy
589,1910,Vřeskovice,Klatovy
549,1921,Vřeskovice,Klatovy
587,1930,Vřeskovice,Klatovy
463,1950,Vřeskovice,Klatovy
436,1961,Vřeskovice,Klatovy
353,1970,Vřeskovice,Klatovy
334,1980,Vřeskovice,Klatovy
300,1991,Vřeskovice,Klatovy
290,2001,Vřeskovice,Klatovy
288,2011,Vřeskovice,Klatovy
212,1869,Vřesník,Jičín
212,1880,Vřesník,Jičín
278,1890,Vřesník,Jičín
248,1900,Vřesník,Jičín
225,1910,Vřesník,Jičín
213,1921,Vřesník,Jičín
188,1930,Vřesník,Jičín
130,1950,Vřesník,Jičín
123,1961,Vřesník,Jičín
116,1970,Vřesník,Jičín
117,1980,Vřesník,Jičín
107,1991,Vřesník,Jičín
96,2001,Vřesník,Jičín
88,2011,Vřesník,Jičín
662,1869,Vřesovice,Hodonín
731,1880,Vřesovice,Hodonín
791,1890,Vřesovice,Hodonín
876,1900,Vřesovice,Hodonín
963,1910,Vřesovice,Hodonín
935,1921,Vřesovice,Hodonín
873,1930,Vřesovice,Hodonín
710,1950,Vřesovice,Hodonín
848,1961,Vřesovice,Hodonín
821,1970,Vřesovice,Hodonín
753,1980,Vřesovice,Hodonín
671,1991,Vřesovice,Hodonín
616,2001,Vřesovice,Hodonín
605,2011,Vřesovice,Hodonín
468,1869,Vřesovice,Prostějov
556,1880,Vřesovice,Prostějov
579,1890,Vřesovice,Prostějov
549,1900,Vřesovice,Prostějov
570,1910,Vřesovice,Prostějov
574,1921,Vřesovice,Prostějov
592,1930,Vřesovice,Prostějov
538,1950,Vřesovice,Prostějov
543,1961,Vřesovice,Prostějov
496,1970,Vřesovice,Prostějov
478,1980,Vřesovice,Prostějov
400,1991,Vřesovice,Prostějov
407,2001,Vřesovice,Prostějov
497,2011,Vřesovice,Prostějov
599,1869,Vřesová,Sokolov
601,1880,Vřesová,Sokolov
629,1890,Vřesová,Sokolov
678,1900,Vřesová,Sokolov
766,1910,Vřesová,Sokolov
779,1921,Vřesová,Sokolov
900,1930,Vřesová,Sokolov
407,1950,Vřesová,Sokolov
162,1961,Vřesová,Sokolov
84,1970,Vřesová,Sokolov
216,1980,Vřesová,Sokolov
196,1991,Vřesová,Sokolov
341,2001,Vřesová,Sokolov
408,2011,Vřesová,Sokolov
327,1869,Všechlapy,Benešov
323,1880,Všechlapy,Benešov
365,1890,Všechlapy,Benešov
421,1900,Všechlapy,Benešov
363,1910,Všechlapy,Benešov
353,1921,Všechlapy,Benešov
326,1930,Všechlapy,Benešov
246,1950,Všechlapy,Benešov
205,1961,Všechlapy,Benešov
173,1970,Všechlapy,Benešov
118,1980,Všechlapy,Benešov
89,1991,Všechlapy,Benešov
76,2001,Všechlapy,Benešov
86,2011,Všechlapy,Benešov
293,1869,Všechlapy,Nymburk
343,1880,Všechlapy,Nymburk
356,1890,Všechlapy,Nymburk
352,1900,Všechlapy,Nymburk
353,1910,Všechlapy,Nymburk
439,1921,Všechlapy,Nymburk
616,1930,Všechlapy,Nymburk
607,1950,Všechlapy,Nymburk
655,1961,Všechlapy,Nymburk
605,1970,Všechlapy,Nymburk
572,1980,Všechlapy,Nymburk
535,1991,Všechlapy,Nymburk
560,2001,Všechlapy,Nymburk
671,2011,Všechlapy,Nymburk
269,1869,Všechovice,Brno-venkov
304,1880,Všechovice,Brno-venkov
313,1890,Všechovice,Brno-venkov
330,1900,Všechovice,Brno-venkov
357,1910,Všechovice,Brno-venkov
345,1921,Všechovice,Brno-venkov
327,1930,Všechovice,Brno-venkov
301,1950,Všechovice,Brno-venkov
289,1961,Všechovice,Brno-venkov
239,1970,Všechovice,Brno-venkov
208,1980,Všechovice,Brno-venkov
182,1991,Všechovice,Brno-venkov
168,2001,Všechovice,Brno-venkov
218,2011,Všechovice,Brno-venkov
891,1869,Všechovice,Přerov
971,1880,Všechovice,Přerov
916,1890,Všechovice,Přerov
844,1900,Všechovice,Přerov
912,1910,Všechovice,Přerov
840,1921,Všechovice,Přerov
814,1930,Všechovice,Přerov
784,1950,Všechovice,Přerov
837,1961,Všechovice,Přerov
793,1970,Všechovice,Přerov
799,1980,Všechovice,Přerov
889,1991,Všechovice,Přerov
885,2001,Všechovice,Přerov
872,2011,Všechovice,Přerov
197,1869,Všehrdy,Chomutov
196,1880,Všehrdy,Chomutov
209,1890,Všehrdy,Chomutov
260,1900,Všehrdy,Chomutov
242,1910,Všehrdy,Chomutov
239,1921,Všehrdy,Chomutov
252,1930,Všehrdy,Chomutov
180,1950,Všehrdy,Chomutov
165,1961,Všehrdy,Chomutov
183,1970,Všehrdy,Chomutov
111,1980,Všehrdy,Chomutov
127,1991,Všehrdy,Chomutov
138,2001,Všehrdy,Chomutov
142,2011,Všehrdy,Chomutov
248,1869,Všehrdy,Plzeň-sever
246,1880,Všehrdy,Plzeň-sever
220,1890,Všehrdy,Plzeň-sever
231,1900,Všehrdy,Plzeň-sever
217,1910,Všehrdy,Plzeň-sever
199,1921,Všehrdy,Plzeň-sever
197,1930,Všehrdy,Plzeň-sever
126,1950,Všehrdy,Plzeň-sever
112,1961,Všehrdy,Plzeň-sever
90,1970,Všehrdy,Plzeň-sever
82,1980,Všehrdy,Plzeň-sever
62,1991,Všehrdy,Plzeň-sever
46,2001,Všehrdy,Plzeň-sever
52,2011,Všehrdy,Plzeň-sever
567,1869,Všejany,Mladá Boleslav
732,1880,Všejany,Mladá Boleslav
797,1890,Všejany,Mladá Boleslav
746,1900,Všejany,Mladá Boleslav
840,1910,Všejany,Mladá Boleslav
931,1921,Všejany,Mladá Boleslav
986,1930,Všejany,Mladá Boleslav
865,1950,Všejany,Mladá Boleslav
865,1961,Všejany,Mladá Boleslav
755,1970,Všejany,Mladá Boleslav
679,1980,Všejany,Mladá Boleslav
577,1991,Všejany,Mladá Boleslav
569,2001,Všejany,Mladá Boleslav
620,2011,Všejany,Mladá Boleslav
242,1869,Všekary,Domažlice
246,1880,Všekary,Domažlice
273,1890,Všekary,Domažlice
335,1900,Všekary,Domažlice
335,1910,Všekary,Domažlice
333,1921,Všekary,Domažlice
362,1930,Všekary,Domažlice
190,1950,Všekary,Domažlice
192,1961,Všekary,Domažlice
169,1970,Všekary,Domažlice
132,1980,Všekary,Domažlice
94,1991,Všekary,Domažlice
82,2001,Všekary,Domažlice
113,2011,Všekary,Domažlice
1850,1869,Všelibice,Liberec
1887,1880,Všelibice,Liberec
1836,1890,Všelibice,Liberec
1810,1900,Všelibice,Liberec
1670,1910,Všelibice,Liberec
1499,1921,Všelibice,Liberec
1338,1930,Všelibice,Liberec
869,1950,Všelibice,Liberec
768,1961,Všelibice,Liberec
596,1970,Všelibice,Liberec
515,1980,Všelibice,Liberec
501,1991,Všelibice,Liberec
501,2001,Všelibice,Liberec
536,2011,Všelibice,Liberec
810,1869,Všemina,Zlín
866,1880,Všemina,Zlín
829,1890,Všemina,Zlín
816,1900,Všemina,Zlín
878,1910,Všemina,Zlín
809,1921,Všemina,Zlín
810,1930,Všemina,Zlín
1005,1950,Všemina,Zlín
1086,1961,Všemina,Zlín
1069,1970,Všemina,Zlín
1042,1980,Všemina,Zlín
1054,1991,Všemina,Zlín
1049,2001,Všemina,Zlín
1120,2011,Všemina,Zlín
1723,1869,Všemyslice,České Budějovice
1632,1880,Všemyslice,České Budějovice
1501,1890,Všemyslice,České Budějovice
1492,1900,Všemyslice,České Budějovice
1483,1910,Všemyslice,České Budějovice
1381,1921,Všemyslice,České Budějovice
1276,1930,Všemyslice,České Budějovice
971,1950,Všemyslice,České Budějovice
963,1961,Všemyslice,České Budějovice
839,1970,Všemyslice,České Budějovice
764,1980,Všemyslice,České Budějovice
909,1991,Všemyslice,České Budějovice
958,2001,Všemyslice,České Budějovice
1010,2011,Všemyslice,České Budějovice
324,1869,Všenice,Rokycany
350,1880,Všenice,Rokycany
313,1890,Všenice,Rokycany
305,1900,Všenice,Rokycany
354,1910,Všenice,Rokycany
362,1921,Všenice,Rokycany
360,1930,Všenice,Rokycany
292,1950,Všenice,Rokycany
323,1961,Všenice,Rokycany
294,1970,Všenice,Rokycany
244,1980,Všenice,Rokycany
224,1991,Všenice,Rokycany
218,2001,Všenice,Rokycany
260,2011,Všenice,Rokycany
562,1869,Všenory,Praha-západ
629,1880,Všenory,Praha-západ
710,1890,Všenory,Praha-západ
738,1900,Všenory,Praha-západ
729,1910,Všenory,Praha-západ
914,1921,Všenory,Praha-západ
1613,1930,Všenory,Praha-západ
1620,1950,Všenory,Praha-západ
1662,1961,Všenory,Praha-západ
1671,1970,Všenory,Praha-západ
1531,1980,Všenory,Praha-západ
1357,1991,Všenory,Praha-západ
1405,2001,Všenory,Praha-západ
1534,2011,Všenory,Praha-západ
357,1869,Všepadly,Domažlice
378,1880,Všepadly,Domažlice
331,1890,Všepadly,Domažlice
313,1900,Všepadly,Domažlice
308,1910,Všepadly,Domažlice
278,1921,Všepadly,Domažlice
280,1930,Všepadly,Domažlice
208,1950,Všepadly,Domažlice
174,1961,Všepadly,Domažlice
133,1970,Všepadly,Domažlice
104,1980,Všepadly,Domažlice
87,1991,Všepadly,Domažlice
69,2001,Všepadly,Domažlice
47,2011,Všepadly,Domažlice
693,1869,Všeradice,Beroun
702,1880,Všeradice,Beroun
646,1890,Všeradice,Beroun
645,1900,Všeradice,Beroun
600,1910,Všeradice,Beroun
561,1921,Všeradice,Beroun
534,1930,Všeradice,Beroun
416,1950,Všeradice,Beroun
432,1961,Všeradice,Beroun
434,1970,Všeradice,Beroun
418,1980,Všeradice,Beroun
389,1991,Všeradice,Beroun
415,2001,Všeradice,Beroun
439,2011,Všeradice,Beroun
334,1869,Všeradov,Chrudim
328,1880,Všeradov,Chrudim
344,1890,Všeradov,Chrudim
370,1900,Všeradov,Chrudim
400,1910,Všeradov,Chrudim
386,1921,Všeradov,Chrudim
395,1930,Všeradov,Chrudim
272,1950,Všeradov,Chrudim
283,1961,Všeradov,Chrudim
240,1970,Všeradov,Chrudim
215,1980,Všeradov,Chrudim
162,1991,Všeradov,Chrudim
148,2001,Všeradov,Chrudim
160,2011,Všeradov,Chrudim
3340,1869,Všeruby,Domažlice
3419,1880,Všeruby,Domažlice
3076,1890,Všeruby,Domažlice
2965,1900,Všeruby,Domažlice
3010,1910,Všeruby,Domažlice
2893,1921,Všeruby,Domažlice
2773,1930,Všeruby,Domažlice
1146,1950,Všeruby,Domažlice
950,1961,Všeruby,Domažlice
1027,1970,Všeruby,Domažlice
931,1980,Všeruby,Domažlice
833,1991,Všeruby,Domažlice
856,2001,Všeruby,Domažlice
822,2011,Všeruby,Domažlice
2179,1869,Všeruby,Plzeň-sever
2144,1880,Všeruby,Plzeň-sever
2092,1890,Všeruby,Plzeň-sever
2124,1900,Všeruby,Plzeň-sever
